"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","Veraenderung"
"10.02.2017","8.456,22","8.442,43","8.456,22","8.409,20","53,22M","0,22%"
"09.02.2017","8.437,54","8.400,15","8.438,88","8.395,33","54,82M","0,70%"
"08.02.2017","8.378,73","8.383,19","8.401,54","8.331,48","78,88M","0,10%"
"07.02.2017","8.370,14","8.333,40","8.402,92","8.330,80","59,19M","0,47%"
"06.02.2017","8.330,93","8.354,34","8.382,16","8.318,76","47,84M","-0,24%"
"03.02.2017","8.350,84","8.298,89","8.368,72","8.297,79","53,92M","0,90%"
"02.02.2017","8.276,70","8.297,08","8.316,31","8.264,81","63,15M","-0,63%"
"01.02.2017","8.329,17","8.345,54","8.384,30","8.319,47","67,54M","0,45%"
"31.01.2017","8.291,69","8.310,69","8.350,94","8.279,22","69,67M","-0,35%"
"30.01.2017","8.320,83","8.383,12","8.383,32","8.305,19","56,58M","-0,70%"
"27.01.2017","8.379,57","8.412,32","8.422,25","8.345,90","73,97M","-0,31%"
"26.01.2017","8.405,48","8.429,60","8.475,15","8.405,48","74,67M","0,21%"
"25.01.2017","8.387,55","8.263,25","8.387,55","8.261,40","71,80M","1,71%"
"24.01.2017","8.246,66","8.250,18","8.274,44","8.232,51","48,31M","0,21%"
"23.01.2017","8.229,01","8.229,91","8.243,50","8.192,58","48,53M","-0,56%"
"20.01.2017","8.275,13","8.268,23","8.289,31","8.246,90","78,56M","0,02%"
"19.01.2017","8.273,08","8.321,77","8.326,61","8.256,74","54,62M","-0,47%"
"18.01.2017","8.312,42","8.327,23","8.333,16","8.277,50","67,05M","0,10%"
"17.01.2017","8.304,10","8.345,27","8.350,18","8.295,28","54,03M","-0,70%"
"16.01.2017","8.362,60","8.415,73","8.436,65","8.362,30","45,96M","-1,06%"
"13.01.2017","8.452,19","8.425,19","8.452,78","8.400,26","59,48M","0,92%"
"12.01.2017","8.375,02","8.407,78","8.410,90","8.353,66","63,59M","-0,62%"
"11.01.2017","8.427,15","8.448,53","8.473,86","8.425,23","58,90M","-0,26%"
"10.01.2017","8.449,19","8.437,00","8.449,57","8.388,58","50,52M","0,29%"
"09.01.2017","8.424,86","8.430,74","8.434,63","8.390,03","37,76M","0,09%"
"06.01.2017","8.417,46","8.389,07","8.417,46","8.373,00","40,41M","0,30%"
"05.01.2017","8.392,49","8.330,97","8.392,49","8.328,91","52,55M","0,45%"
"04.01.2017","8.354,81","8.347,87","8.358,30","8.309,07","67,01M","0,46%"
"03.01.2017","8.316,18","8.302,86","8.335,86","8.283,60","62,46M","1,17%"
"30.12.2016","8.219,87","8.240,26","8.256,92","8.199,73","29,98M","-0,38%"
"29.12.2016","8.251,13","8.222,35","8.272,31","8.222,35","27,29M","-0,07%"
"28.12.2016","8.256,61","8.260,03","8.276,19","8.239,74","25,41M","-0,03%"
"27.12.2016","8.259,45","8.253,27","8.279,77","8.246,45","15,78M","0,33%"
"23.12.2016","8.232,64","8.235,50","8.260,84","8.209,70","29,57M","-0,06%"
"22.12.2016","8.237,98","8.231,19","8.256,52","8.208,96","36,19M","0,06%"
"21.12.2016","8.233,45","8.225,52","8.262,48","8.206,31","41,82M","-0,12%"
"20.12.2016","8.243,00","8.230,16","8.279,99","8.221,45","48,48M","0,10%"
"19.12.2016","8.234,49","8.211,11","8.242,63","8.194,41","42,49M","0,08%"
"16.12.2016","8.227,72","8.245,80","8.245,80","8.198,38","105,68M","0,16%"
"15.12.2016","8.214,30","8.131,29","8.215,81","8.127,50","83,04M","0,91%"
"14.12.2016","8.140,41","8.152,60","8.154,91","8.108,48","66,58M","-0,27%"
"13.12.2016","8.162,53","8.016,63","8.170,79","8.015,97","63,36M","1,52%"
"12.12.2016","8.040,09","8.096,60","8.104,79","8.034,02","56,64M","-0,74%"
"09.12.2016","8.099,63","7.984,21","8.123,75","7.967,91","66,99M","1,83%"
"08.12.2016","7.953,68","7.944,82","7.956,12","7.905,63","81,82M","0,30%"
"07.12.2016","7.930,25","7.952,64","7.973,97","7.906,76","97,14M","0,23%"
"06.12.2016","7.912,39","7.836,43","7.912,39","7.834,55","63,57M","0,85%"
"05.12.2016","7.845,68","7.788,15","7.895,97","7.786,05","58,32M","0,79%"
"02.12.2016","7.784,01","7.732,21","7.792,22","7.695,63","51,83M","0,06%"
"01.12.2016","7.779,11","7.849,85","7.851,79","7.758,59","69,97M","-1,22%"
"30.11.2016","7.875,19","7.832,80","7.900,62","7.824,76","81,12M","0,38%"
"29.11.2016","7.845,01","7.786,62","7.853,24","7.777,91","48,03M","0,28%"
"28.11.2016","7.823,23","7.883,82","7.883,82","7.815,68","42,73M","-0,74%"
"25.11.2016","7.881,53","7.834,62","7.897,45","7.824,69","48,84M","1,06%"
"24.11.2016","7.798,50","7.785,08","7.809,27","7.752,13","35,61M","0,60%"
"23.11.2016","7.752,24","7.761,28","7.784,92","7.702,39","51,85M","0,13%"
"22.11.2016","7.741,82","7.873,99","7.881,24","7.741,82","50,41M","-1,38%"
"21.11.2016","7.849,86","7.897,48","7.898,35","7.843,82","46,32M","-0,69%"
"18.11.2016","7.904,55","7.974,56","7.981,01","7.904,55","63,95M","-0,75%"
"17.11.2016","7.964,68","7.916,42","7.965,27","7.897,40","56,28M","0,64%"
"16.11.2016","7.914,02","7.933,38","7.940,56","7.887,15","61,76M","0,06%"
"15.11.2016","7.909,20","7.920,08","7.930,97","7.853,28","72,40M","0,11%"
"14.11.2016","7.900,57","7.949,50","7.976,17","7.849,36","105,10M","0,26%"
"11.11.2016","7.880,29","7.967,78","7.976,39","7.853,51","91,53M","-0,61%"
"10.11.2016","7.928,77","7.958,70","8.004,17","7.864,59","163,59M","0,39%"
"09.11.2016","7.897,84","7.701,39","7.907,75","7.699,14","112,00M","1,99%"
"08.11.2016","7.744,03","7.731,02","7.764,71","7.709,40","49,12M","0,11%"
"07.11.2016","7.735,22","7.688,16","7.739,66","7.682,44","64,14M","1,87%"
"04.11.2016","7.593,20","7.618,17","7.626,73","7.585,56","81,53M","-0,62%"
"03.11.2016","7.640,94","7.671,85","7.699,09","7.640,94","81,95M","-0,77%"
"02.11.2016","7.700,41","7.728,79","7.763,75","7.699,90","63,84M","-0,79%"
"01.11.2016","7.761,34","7.864,67","7.870,06","7.761,34","56,58M","-0,85%"
"31.10.2016","7.827,74","7.864,86","7.874,67","7.827,74","54,59M","-1,02%"
"28.10.2016","7.908,57","7.870,99","7.931,25","7.844,85","63,13M","-0,20%"
"27.10.2016","7.924,39","7.850,89","7.929,56","7.833,46","69,38M","0,40%"
"26.10.2016","7.892,77","7.918,89","7.925,59","7.862,42","49,68M","-0,47%"
"25.10.2016","7.929,87","7.996,59","8.010,31","7.929,87","51,00M","-0,78%"
"24.10.2016","7.991,88","8.064,49","8.079,96","7.987,21","49,98M","-0,53%"
"21.10.2016","8.034,86","8.078,91","8.082,22","8.018,26","46,85M","-0,43%"
"20.10.2016","8.069,27","8.063,85","8.103,77","8.016,94","54,97M","-0,30%"
"19.10.2016","8.093,78","8.088,79","8.109,13","8.056,31","54,67M","0,24%"
"18.10.2016","8.074,69","8.037,94","8.079,66","8.026,33","46,21M","0,92%"
"17.10.2016","8.000,96","8.065,61","8.078,57","8.000,96","42,39M","-1,10%"
"14.10.2016","8.089,91","8.029,27","8.130,22","8.028,21","50,47M","1,12%"
"13.10.2016","7.999,93","8.022,91","8.027,09","7.950,00","55,14M","-0,85%"
"12.10.2016","8.068,56","8.122,75","8.127,78","8.068,56","38,91M","-0,82%"
"11.10.2016","8.135,15","8.152,33","8.187,33","8.135,15","45,32M","-0,45%"
"10.10.2016","8.172,22","8.120,82","8.182,08","8.058,63","45,16M","0,59%"
"07.10.2016","8.124,59","8.157,44","8.181,20","8.108,88","49,15M","-0,56%"
"06.10.2016","8.170,44","8.207,92","8.221,08","8.148,53","43,01M","-0,30%"
"05.10.2016","8.195,23","8.193,47","8.220,81","8.160,88","50,49M","-0,43%"
"04.10.2016","8.230,73","8.164,65","8.230,73","8.163,61","55,78M","0,79%"
"03.10.2016","8.166,32","8.158,74","8.185,88","8.145,94","36,66M","0,34%"
"30.09.2016","8.139,01","8.073,23","8.142,32","8.020,36","85,58M","-0,31%"
"29.09.2016","8.164,20","8.279,88","8.281,83","8.148,07","46,53M","-0,68%"
"28.09.2016","8.220,07","8.220,18","8.269,96","8.205,70","44,92M","0,55%"
"27.09.2016","8.175,42","8.203,36","8.207,41","8.120,44","63,75M","0,13%"
"26.09.2016","8.165,05","8.224,79","8.226,59","8.158,73","53,58M","-1,30%"
"23.09.2016","8.272,89","8.290,67","8.297,42","8.236,97","43,72M","-0,42%"
"22.09.2016","8.307,63","8.253,99","8.326,44","8.250,19","49,28M","0,99%"
"21.09.2016","8.226,47","8.277,35","8.288,61","8.217,83","46,24M","-0,13%"
"20.09.2016","8.237,54","8.172,61","8.274,71","8.168,11","49,41M","0,51%"
"19.09.2016","8.195,71","8.185,06","8.207,08","8.172,10","40,89M","0,80%"
"16.09.2016","8.130,44","8.174,85","8.189,20","8.114,76","136,68M","-0,66%"
"15.09.2016","8.184,84","8.144,32","8.184,84","8.135,22","49,52M","0,27%"
"14.09.2016","8.162,65","8.207,70","8.211,32","8.152,86","59,13M","-0,15%"
"13.09.2016","8.174,73","8.244,45","8.249,68","8.174,73","50,21M","-0,38%"
"12.09.2016","8.206,20","8.168,92","8.210,75","8.138,47","51,18M","-0,70%"
"09.09.2016","8.264,13","8.306,04","8.322,39","8.250,05","59,64M","-0,61%"
"08.09.2016","8.315,20","8.319,92","8.351,34","8.274,71","53,09M","-0,07%"
"07.09.2016","8.320,99","8.299,01","8.326,95","8.256,59","52,70M","0,20%"
"06.09.2016","8.304,34","8.323,24","8.333,71","8.293,46","42,64M","-0,07%"
"05.09.2016","8.310,37","8.283,37","8.324,07","8.283,37","33,88M","0,19%"
"02.09.2016","8.294,30","8.178,42","8.294,30","8.165,89","54,87M","1,86%"
"01.09.2016","8.142,64","8.219,92","8.241,06","8.124,02","58,13M","-0,73%"
"31.08.2016","8.202,13","8.228,34","8.253,11","8.180,94","57,86M","-0,41%"
"30.08.2016","8.236,01","8.194,78","8.248,00","8.188,52","42,42M","0,63%"
"29.08.2016","8.184,09","8.154,41","8.186,03","8.125,41","27,22M","0,19%"
"26.08.2016","8.168,32","8.118,07","8.173,19","8.105,81","36,86M","0,33%"
"25.08.2016","8.141,28","8.148,74","8.152,59","8.098,90","41,96M","-0,71%"
"24.08.2016","8.199,83","8.171,96","8.222,85","8.161,24","45,60M","-0,02%"
"23.08.2016","8.201,61","8.172,32","8.222,68","8.171,37","36,61M","0,54%"
"22.08.2016","8.157,85","8.166,29","8.204,40","8.121,71","40,12M","0,38%"
"19.08.2016","8.127,28","8.193,81","8.194,57","8.099,57","44,63M","-0,76%"
"18.08.2016","8.189,73","8.158,25","8.194,03","8.155,23","41,42M","0,44%"
"17.08.2016","8.153,80","8.228,16","8.233,67","8.141,02","35,35M","-0,75%"
"16.08.2016","8.215,45","8.266,10","8.275,33","8.215,45","42,68M","-1,08%"
"15.08.2016","8.305,28","8.288,25","8.317,84","8.283,11","26,99M","0,12%"
"12.08.2016","8.295,04","8.288,73","8.305,11","8.274,46","34,06M","-0,01%"
"11.08.2016","8.296,14","8.243,94","8.296,14","8.214,98","42,23M","1,06%"
"10.08.2016","8.208,90","8.201,81","8.253,96","8.198,83","41,43M","-0,25%"
"09.08.2016","8.229,42","8.169,31","8.236,46","8.158,49","35,90M","0,74%"
"08.08.2016","8.168,84","8.214,27","8.229,73","8.159,23","40,01M","-0,31%"
"05.08.2016","8.194,34","8.104,83","8.203,42","8.095,31","47,26M","1,40%"
"04.08.2016","8.081,14","8.034,59","8.087,09","8.013,60","44,29M","0,89%"
"03.08.2016","8.010,10","8.029,07","8.032,35","7.973,48","48,66M","-0,01%"
"02.08.2016","8.011,24","8.122,04","8.122,04","8.009,23","74,13M","-1,43%"
"29.07.2016","8.127,20","8.085,45","8.146,55","8.084,16","57,62M","0,40%"
"28.07.2016","8.095,07","8.212,81","8.254,03","8.095,07","73,40M","-1,54%"
"27.07.2016","8.221,33","8.246,48","8.262,70","8.221,04","49,17M","-0,07%"
"26.07.2016","8.227,20","8.206,17","8.240,46","8.158,77","45,67M","0,40%"
"25.07.2016","8.194,41","8.204,82","8.235,72","8.163,62","45,23M","0,00%"
"22.07.2016","8.194,73","8.170,66","8.199,55","8.135,78","45,69M","0,15%"
"21.07.2016","8.182,45","8.216,67","8.235,52","8.171,44","52,36M","-0,18%"
"20.07.2016","8.197,43","8.150,04","8.197,43","8.120,08","44,56M","1,06%"
"19.07.2016","8.111,48","8.144,53","8.155,74","8.070,99","51,23M","-0,61%"
"18.07.2016","8.161,60","8.143,91","8.181,56","8.120,12","44,20M","0,07%"
"15.07.2016","8.156,26","8.154,04","8.159,56","8.124,04","70,52M","-0,22%"
"14.07.2016","8.174,02","8.162,29","8.188,61","8.129,65","71,15M","0,39%"
"13.07.2016","8.142,33","8.140,79","8.161,17","8.120,45","71,16M","-0,01%"
"12.07.2016","8.143,13","8.101,22","8.144,88","8.085,91","79,05M","0,32%"
"11.07.2016","8.117,11","8.043,03","8.121,67","8.041,18","54,50M","0,98%"
"08.07.2016","8.037,94","7.953,24","8.037,94","7.929,91","63,93M","0,93%"
"07.07.2016","7.964,23","7.950,96","8.000,35","7.928,18","59,21M","0,84%"
"06.07.2016","7.898,21","7.914,44","7.960,65","7.845,89","77,40M","-0,55%"
"05.07.2016","7.941,67","8.022,37","8.028,18","7.918,38","55,44M","-1,43%"
"04.07.2016","8.056,71","8.093,69","8.111,70","8.036,20","37,14M","-0,35%"
"01.07.2016","8.085,21","8.048,15","8.098,29","8.013,78","61,97M","0,81%"
"30.06.2016","8.020,15","7.944,89","8.030,15","7.923,70","83,90M","0,52%"
"29.06.2016","7.978,96","7.850,61","7.978,96","7.832,14","83,19M","2,64%"
"28.06.2016","7.773,80","7.738,88","7.815,70","7.724,28","113,26M","2,36%"
"27.06.2016","7.594,49","7.696,27","7.764,97","7.573,21","124,79M","-1,97%"
"24.06.2016","7.747,18","7.506,13","7.879,21","7.475,54","159,87M","-3,44%"
"23.06.2016","8.023,05","7.963,35","8.079,48","7.943,63","52,56M","0,64%"
"22.06.2016","7.972,14","7.954,55","7.992,66","7.901,10","51,02M","0,46%"
"21.06.2016","7.935,75","7.871,70","7.952,13","7.866,09","57,82M","0,45%"
"20.06.2016","7.900,22","7.850,84","7.931,86","7.837,72","63,35M","2,42%"
"17.06.2016","7.713,61","7.718,92","7.768,12","7.710,36","150,19M","1,03%"
"16.06.2016","7.634,66","7.612,22","7.656,19","7.577,61","75,27M","-0,58%"
"15.06.2016","7.679,49","7.686,08","7.759,94","7.679,49","63,10M","0,53%"
"14.06.2016","7.638,77","7.717,58","7.727,88","7.638,77","86,53M","-1,84%"
"13.06.2016","7.782,35","7.874,69","7.875,64","7.777,46","63,24M","-1,77%"
"10.06.2016","7.922,71","8.041,46","8.047,51","7.909,65","62,51M","-1,90%"
"09.06.2016","8.076,35","8.114,90","8.129,73","8.057,35","48,81M","-0,83%"
"08.06.2016","8.143,76","8.164,59","8.178,38","8.116,80","44,64M","-0,88%"
"07.06.2016","8.215,78","8.179,68","8.220,86","8.174,72","44,97M","0,61%"
"06.06.2016","8.165,98","8.156,62","8.184,74","8.144,28","38,05M","0,22%"
"03.06.2016","8.148,40","8.230,48","8.231,54","8.096,42","57,45M","-0,70%"
"02.06.2016","8.205,82","8.187,50","8.223,22","8.173,35","52,05M","0,25%"
"01.06.2016","8.185,53","8.191,15","8.239,37","8.167,74","53,81M","-0,38%"
"31.05.2016","8.216,42","8.281,72","8.290,52","8.182,42","83,05M","-0,74%"
"30.05.2016","8.277,83","8.305,96","8.310,88","8.270,47","25,91M","-0,18%"
"27.05.2016","8.292,45","8.278,45","8.307,57","8.257,97","48,75M","0,76%"
"26.05.2016","8.229,55","8.180,31","8.234,28","8.159,67","51,76M","0,76%"
"25.05.2016","8.167,61","8.151,12","8.187,71","8.140,90","54,87M","0,52%"
"24.05.2016","8.125,24","7.982,22","8.138,08","7.979,51","52,94M","1,08%"
"23.05.2016","8.038,46","8.012,03","8.074,06","7.968,64","49,14M","0,51%"
"20.05.2016","7.997,30","7.947,46","8.011,33","7.944,59","63,94M","1,12%"
"19.05.2016","7.908,79","7.943,51","7.961,50","7.904,11","62,78M","-0,82%"
"18.05.2016","7.973,93","7.887,28","7.973,93","7.886,51","56,70M","0,85%"
"17.05.2016","7.906,76","7.931,02","7.977,69","7.878,48","63,75M","-0,24%"
"13.05.2016","7.925,76","7.844,60","7.947,89","7.829,01","52,70M","0,51%"
"12.05.2016","7.885,85","7.891,72","7.971,59","7.846,72","59,84M","-0,66%"
"11.05.2016","7.937,88","7.938,51","7.938,51","7.889,34","47,22M","0,04%"
"10.05.2016","7.934,93","7.896,62","7.959,69","7.883,44","51,08M","1,41%"
"09.05.2016","7.824,95","7.784,33","7.845,08","7.756,57","48,15M","1,16%"
"06.05.2016","7.735,60","7.743,01","7.758,53","7.689,51","52,91M","-0,22%"
"04.05.2016","7.752,97","7.853,05","7.882,28","7.752,38","49,92M","-1,24%"
"03.05.2016","7.850,68","7.938,50","7.940,70","7.817,44","66,42M","-1,59%"
"02.05.2016","7.977,77","7.985,26","7.993,63","7.958,12","28,31M","0,21%"
"29.04.2016","7.960,85","8.025,84","8.025,84","7.938,87","64,21M","-1,71%"
"28.04.2016","8.099,42","8.052,96","8.102,31","7.981,04","45,96M","0,03%"
"27.04.2016","8.096,76","8.087,91","8.108,41","8.056,82","44,39M","0,24%"
"26.04.2016","8.077,18","8.119,88","8.132,61","8.062,24","53,12M","-0,03%"
"25.04.2016","8.079,89","8.122,51","8.140,40","8.046,27","48,12M","-0,36%"
"22.04.2016","8.109,44","8.135,53","8.135,70","8.096,18","61,09M","-0,62%"
"21.04.2016","8.159,67","8.208,55","8.210,93","8.080,90","67,69M","-0,33%"
"20.04.2016","8.186,97","8.138,00","8.187,97","8.108,42","60,03M","0,42%"
"19.04.2016","8.152,76","8.074,07","8.157,99","8.065,45","50,35M","1,34%"
"18.04.2016","8.044,60","7.950,34","8.048,51","7.923,98","37,73M","0,37%"
"15.04.2016","8.014,60","8.000,13","8.033,27","7.956,93","58,33M","-0,08%"
"14.04.2016","8.021,00","7.949,17","8.031,04","7.939,71","55,58M","1,09%"
"13.04.2016","7.934,46","7.842,79","7.934,46","7.833,69","72,20M","1,87%"
"12.04.2016","7.788,78","7.718,16","7.795,94","7.676,67","50,33M","0,48%"
"11.04.2016","7.751,58","7.752,37","7.810,16","7.705,96","51,52M","-0,84%"
"08.04.2016","7.817,55","7.792,83","7.817,55","7.765,96","56,84M","0,72%"
"07.04.2016","7.761,35","7.792,95","7.830,03","7.745,52","55,56M","-0,09%"
"06.04.2016","7.768,23","7.649,96","7.769,05","7.629,71","59,47M","1,23%"
"05.04.2016","7.673,67","7.660,45","7.681,02","7.611,59","74,87M","-0,75%"
"04.04.2016","7.731,81","7.679,43","7.757,48","7.646,73","54,78M","0,57%"
"01.04.2016","7.688,34","7.688,58","7.700,09","7.607,74","63,66M","-1,53%"
"31.03.2016","7.807,89","7.816,74","7.835,70","7.786,56","57,51M","-0,47%"
"30.03.2016","7.845,08","7.840,60","7.867,40","7.826,57","52,92M","0,61%"
"29.03.2016","7.797,65","7.812,20","7.828,07","7.738,04","51,57M","0,28%"
"24.03.2016","7.775,58","7.833,53","7.839,31","7.765,34","47,38M","-1,50%"
"23.03.2016","7.894,36","7.899,57","7.928,29","7.855,17","59,83M","0,53%"
"22.03.2016","7.853,07","7.795,29","7.853,07","7.719,41","51,21M","0,04%"
"21.03.2016","7.849,57","7.800,36","7.884,50","7.788,80","53,12M","0,46%"
"18.03.2016","7.813,68","7.870,65","7.878,99","7.786,02","183,95M","-0,61%"
"17.03.2016","7.861,79","7.940,16","7.952,63","7.785,26","69,42M","-0,69%"
"16.03.2016","7.916,43","7.962,09","7.970,60","7.892,07","72,92M","-0,47%"
"15.03.2016","7.953,93","7.978,07","8.000,54","7.941,52","66,69M","-0,80%"
"14.03.2016","8.018,36","8.019,44","8.053,33","7.997,84","49,75M","0,25%"
"11.03.2016","7.998,43","7.987,86","8.005,44","7.953,64","60,70M","1,33%"
"10.03.2016","7.893,66","7.968,16","8.095,43","7.893,66","80,16M","-1,03%"
"09.03.2016","7.975,81","7.946,82","8.031,18","7.937,61","61,18M","0,06%"
"08.03.2016","7.971,15","7.954,17","8.013,14","7.931,69","61,64M","-0,60%"
"07.03.2016","8.019,13","7.964,59","8.022,94","7.934,98","52,61M","0,46%"
"04.03.2016","7.982,57","7.970,34","8.015,50","7.921,41","66,32M","0,40%"
"03.03.2016","7.950,84","8.000,24","8.007,00","7.944,53","65,20M","-1,11%"
"02.03.2016","8.039,89","7.994,44","8.039,89","7.955,65","73,88M","0,98%"
